"blueWins","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueTowersDestroyed","blueTotalGold","blueAvgLevel","blueTotalExperience","blueTotalMinionsKilled","blueTotalJungleMinionsKilled","blueGoldDiff","blueExperienceDiff","redWardsPlaced","redWardsDestroyed","redFirstBlood","redKills","redDeaths","redAssists","redEliteMonsters","redTowersDestroyed","redTotalGold","redAvgLevel","redTotalExperience","redTotalMinionsKilled","redTotalJungleMinionsKilled","redGoldDiff","redExperienceDiff"
1,14,1,"0",10,4,12,0,0,19621,7.6,20681,261,60,4091,2830,15,1,"1",4,10,6,1,0,15530,6.8,17851,202,68,-4091,-2830
1,18,2,"1",8,2,13,1,0,17226,7.2,18501,224,52,3923,3613,14,2,"0",2,8,3,0,0,13303,6,14888,183,23,-3923,-3613
1,45,4,"1",14,5,22,0,0,19551,7.2,18331,198,43,2896,2001,13,5,"0",5,14,6,0,0,16655,6.6,16330,228,35,-2896,-2001
0,12,1,"0",5,10,4,1,0,16107,6.8,17630,229,54,-2534,-1019,13,4,"1",10,5,14,1,0,18641,7.2,18649,204,41,2534,1019
0,17,3,"1",10,10,10,1,1,17418,6.2,14242,175,22,774,-188,16,3,"0",10,10,12,0,0,16644,6,14430,143,43,-774,188
0,17,2,"1",13,8,12,0,0,18116,6.8,18447,187,40,838,914,36,1,"0",8,13,9,2,0,17278,7.2,17533,204,44,-838,-914
0,37,2,"0",7,5,7,2,0,16058,6.6,16690,158,59,-683,-2098,15,2,"1",5,7,3,0,0,16741,7.4,18788,214,54,683,2098
0,145,2,"0",3,7,4,1,0,15418,7,17598,232,56,-1540,-313,17,3,"1",7,3,10,0,0,16958,6.8,17911,214,48,1540,313
1,14,2,"0",4,3,3,1,0,15988,7,18515,251,52,623,640,14,2,"1",3,4,2,1,0,15365,7,17875,234,56,-623,-640
0,10,2,"0",1,8,2,0,0,14012,6.4,15628,211,44,-2447,-1476,16,1,"1",8,1,10,0,0,16459,6.6,17104,198,39,2447,1476
1,19,0,"0",5,14,9,1,0,15423,6.8,16791,175,53,-6324,-3885,14,1,"1",14,5,14,1,1,21747,7.6,20676,233,44,6324,3885
1,23,5,"0",5,8,7,1,0,16250,6.8,17847,233,52,-964,-202,22,4,"1",8,5,7,1,0,17214,6.8,18049,221,44,964,202
1,93,2,"0",16,8,27,0,0,21663,7.4,19484,226,48,3825,2747,14,5,"1",8,16,15,0,0,17838,6.4,16737,216,55,-3825,-2747
0,15,1,"1",8,9,8,1,0,17770,7.2,18781,223,76,-379,-662,13,2,"0",9,8,9,1,0,18149,7,19443,228,52,379,662
0,15,7,"0",7,10,5,1,0,17119,6.8,18614,216,44,-977,271,18,3,"1",10,7,12,1,0,18096,7,18343,215,55,977,-271
1,13,2,"1",7,5,12,1,0,17042,7,18045,223,60,1004,559,12,2,"0",5,7,9,0,0,16038,6.8,17486,182,48,-1004,-559
0,10,1,"0",11,8,9,0,0,19627,7.4,20041,237,56,2760,3641,13,2,"1",8,11,11,1,0,16867,6.6,16400,167,52,-2760,-3641
1,17,4,"0",5,5,3,2,0,16344,7.2,19071,227,64,1168,2292,17,2,"1",5,5,3,0,0,15176,6.8,16779,206,38,-1168,-2292
1,18,1,"1",4,1,2,1,0,17378,7.2,18286,262,60,3046,442,13,2,"0",1,4,2,0,0,14332,6.8,17844,211,64,-3046,-442
1,15,0,"1",7,6,9,0,0,17537,7,18384,232,44,1752,830,27,3,"0",6,7,4,1,0,15785,6.8,17554,201,56,-1752,-830
0,17,3,"0",3,5,2,0,0,15195,7,17434,226,61,-713,-653,17,3,"1",5,3,6,1,0,15908,7,18087,232,54,713,653
0,16,3,"1",5,9,4,0,0,14987,6.6,15728,199,43,-1913,-1233,15,3,"0",9,5,16,1,0,16900,6.6,16961,202,44,1913,1233
0,18,4,"0",6,8,5,0,0,15476,6.8,17206,187,36,-2403,-2787,139,5,"1",8,6,9,1,0,17879,7.4,19993,243,53,2403,2787
0,48,3,"0",2,2,3,1,0,15714,7,19458,243,68,821,2119,53,15,"1",2,2,3,1,0,14893,6.8,17339,226,56,-821,-2119
1,11,1,"1",9,7,7,1,0,18026,7.2,18892,229,48,1805,941,12,2,"0",7,9,8,1,0,16221,7,17951,210,49,-1805,-941
0,17,0,"1",8,10,8,0,0,17180,6.8,17696,216,42,-1249,-1518,20,3,"0",10,8,10,1,0,18429,7.4,19214,183,54,1249,1518
1,18,6,"1",4,4,7,1,0,15550,7,18512,221,64,-44,73,41,4,"0",4,4,5,0,0,15594,7,18439,216,48,44,-73
1,12,2,"0",1,4,1,1,0,15710,6.8,18022,247,72,1151,1870,37,1,"1",4,1,3,0,0,14559,6,16152,170,60,-1151,-1870
0,12,3,"1",4,9,6,0,0,14902,6.8,17309,198,57,-2168,-2144,54,2,"0",9,4,9,1,0,17070,7.2,19453,204,52,2168,2144
1,14,4,"1",3,2,4,1,0,16099,7,18334,227,60,348,-662,17,2,"0",2,3,1,0,0,15751,7.2,18996,247,64,-348,662
1,18,2,"1",3,3,8,0,0,15667,7,17801,212,64,644,427,62,3,"0",3,3,5,1,0,15023,7,17374,194,64,-644,-427
0,17,2,"0",2,10,1,0,0,15239,7,18073,232,52,-3449,-1995,17,0,"1",10,2,13,1,0,18688,7.6,20068,231,57,3449,1995
1,12,3,"1",12,7,13,0,0,19049,7.6,20348,225,48,2900,2308,14,1,"0",7,12,5,1,0,16149,6.8,18040,172,52,-2900,-2308
1,19,4,"0",10,12,17,1,0,17872,7,18662,206,68,-2696,70,21,3,"1",12,10,17,1,1,20568,7.2,18592,245,36,2696,-70
1,16,0,"1",16,2,15,2,0,20943,7.4,19895,241,52,7847,5766,17,1,"0",2,16,2,0,0,13096,6,14129,142,52,-7847,-5766
0,14,7,"0",1,6,0,0,0,13167,6,15884,213,31,-3400,-3115,38,2,"1",6,1,7,2,0,16567,7,18999,229,56,3400,3115
0,17,4,"0",2,5,1,1,0,14653,6.6,16215,218,52,-1387,-1802,53,5,"1",5,2,8,1,0,16040,6.8,18017,188,61,1387,1802
1,19,1,"0",6,6,3,0,0,16780,6.8,18032,244,54,253,-529,19,4,"1",6,6,6,2,0,16527,7.2,18561,222,58,-253,529
0,18,8,"0",4,5,5,1,0,15453,6.8,17463,191,55,-839,-623,46,6,"1",5,4,6,0,0,16292,6.8,18086,201,49,839,623
1,35,4,"1",9,6,10,2,1,18768,7,19351,200,48,2945,2977,19,2,"0",6,9,8,0,0,15823,6.6,16374,215,43,-2945,-2977
0,16,5,"1",4,6,6,0,0,15246,6.6,16921,224,51,-1346,-2280,17,2,"0",6,4,10,1,0,16592,7,19201,221,56,1346,2280
0,13,1,"0",6,3,3,1,0,16658,7,18573,251,42,1951,1640,11,1,"1",3,6,3,0,0,14707,6.6,16933,203,50,-1951,-1640
0,16,3,"1",5,7,7,1,0,15399,6.4,16243,196,48,-2164,-2554,18,3,"0",7,5,8,0,0,17563,7,18797,214,63,2164,2554
1,81,2,"0",7,6,9,0,0,15685,6.6,16091,179,34,-817,-968,16,2,"1",6,7,9,0,0,16502,6.6,17059,209,45,817,968
1,21,3,"1",6,2,6,1,0,17303,7,18810,234,64,3643,3695,16,0,"0",2,6,3,0,0,13660,6.2,15115,179,52,-3643,-3695
1,20,4,"1",10,3,8,1,0,17555,7.2,19037,242,36,3066,2297,20,1,"0",3,10,5,0,0,14489,6.8,16740,203,43,-3066,-2297
1,15,6,"1",11,9,14,0,0,19645,7,18468,246,35,2241,1219,20,3,"0",9,11,9,1,0,17404,6.6,17249,203,60,-2241,-1219
0,16,1,"0",5,5,5,0,0,15068,6.6,16740,208,26,-1933,-1659,12,5,"1",5,5,10,1,0,17001,7.2,18399,212,66,1933,1659
1,16,1,"0",5,1,7,0,0,16025,7.4,19176,208,63,1886,2653,15,2,"1",1,5,1,1,0,14139,6.6,16523,219,54,-1886,-2653
1,185,2,"0",10,12,5,0,0,17849,7.2,18632,184,52,-287,255,27,3,"1",12,10,9,0,0,18136,6.8,18377,210,36,287,-255
1,17,6,"1",10,8,12,1,0,17756,7,18320,201,40,-145,-28,21,3,"0",8,10,5,0,0,17901,7,18348,219,59,145,28
1,15,2,"1",10,2,11,0,0,19151,7.4,19146,220,52,5241,3129,15,2,"0",2,10,3,2,0,13910,6.4,16017,196,51,-5241,-3129
0,44,5,"1",8,2,7,2,0,17298,7.2,18556,225,48,2975,2627,18,2,"0",2,8,3,0,0,14323,6.4,15929,211,44,-2975,-2627
0,13,1,"1",7,6,9,0,0,17740,7,18658,252,37,1419,1036,13,5,"0",6,7,7,2,0,16321,6.8,17622,215,56,-1419,-1036
0,14,3,"0",4,6,3,1,0,14826,6.8,17334,206,59,-2286,-926,15,1,"1",6,4,6,0,0,17112,6.8,18260,232,50,2286,926
0,17,4,"1",5,3,6,1,0,16695,7.2,19112,257,56,1551,1481,14,2,"0",3,5,3,0,0,15144,6.8,17631,224,52,-1551,-1481
0,15,4,"1",3,8,5,0,0,15259,6.6,17346,206,64,-2738,-1759,20,4,"0",8,3,10,1,0,17997,7.2,19105,251,56,2738,1759
1,20,3,"0",7,8,5,1,0,16294,6.8,17489,182,58,-1318,-627,17,3,"1",8,7,7,0,0,17612,6.8,18116,237,44,1318,627
1,17,2,"0",9,4,8,1,1,19484,7.2,20010,267,52,3538,2904,16,4,"1",4,9,4,1,0,15946,6.6,17106,230,52,-3538,-2904
0,26,2,"0",3,10,3,0,0,14983,7,17248,203,44,-3217,-1601,12,4,"1",10,3,12,2,0,18200,7,18849,223,51,3217,1601
1,16,3,"1",14,7,11,1,0,20433,7.4,19171,219,45,4836,2713,15,1,"0",7,14,7,0,0,15597,6.4,16458,165,43,-4836,-2713
1,24,4,"1",10,7,11,2,0,18256,7,18201,186,58,1489,-192,17,3,"0",7,10,7,0,0,16767,7,18393,247,28,-1489,192
1,13,5,"1",10,4,7,0,0,18402,7.4,20050,258,48,3311,3166,14,4,"0",4,10,5,1,0,15091,6.6,16884,197,56,-3311,-3166
1,19,6,"1",8,6,10,2,0,17537,7.2,19766,236,60,2008,2714,25,6,"0",6,8,5,0,0,15529,6.8,17052,210,42,-2008,-2714
1,12,3,"0",4,7,3,1,1,16359,6.8,17785,229,43,-1112,-41,27,4,"1",7,4,7,1,0,17471,6.8,17826,208,56,1112,41
1,17,3,"1",10,6,13,2,1,19263,7.4,19347,197,50,3840,3165,21,3,"0",6,10,8,0,0,15423,6.4,16182,204,38,-3840,-3165
0,12,1,"0",3,12,2,0,0,15140,6.8,16118,217,60,-5458,-3613,85,0,"1",12,3,13,1,1,20598,7.4,19731,215,52,5458,3613
1,52,4,"1",5,2,9,1,0,15574,6.8,16955,206,44,506,-142,17,6,"0",2,5,2,1,0,15068,6.6,17097,229,52,-506,142
0,16,2,"1",9,9,6,0,0,17299,7,18742,200,43,176,789,15,4,"0",9,9,8,0,0,17123,7,17953,221,52,-176,-789
1,20,4,"0",9,5,13,0,0,18402,7.4,19507,223,68,2582,2732,16,2,"1",5,9,5,2,0,15820,6.8,16775,202,40,-2582,-2732
1,59,2,"0",6,5,6,0,0,16896,7.2,18779,258,46,459,1326,18,4,"1",5,6,5,1,0,16437,7,17453,244,44,-459,-1326
0,19,3,"1",13,4,17,0,0,19145,7.2,19160,218,40,4947,3211,15,4,"0",4,13,2,1,0,14198,6.2,15949,203,36,-4947,-3211
1,18,1,"1",8,2,8,1,0,18433,7.2,19855,237,54,4759,3279,10,1,"0",2,8,3,1,0,13674,6.6,16576,183,44,-4759,-3279
0,15,1,"0",7,8,7,0,0,15707,6.8,16724,206,38,-968,-1029,18,2,"1",8,7,7,2,0,16675,6.8,17753,218,43,968,1029
1,11,4,"0",15,7,16,1,0,20880,7.4,21004,231,41,4294,2560,12,0,"1",7,15,7,1,0,16586,7,18444,216,61,-4294,-2560
1,13,4,"1",8,9,8,1,0,17800,7.2,19759,223,72,-95,194,12,3,"0",9,8,9,0,0,17895,7,19565,232,52,95,-194
0,95,4,"1",9,6,8,1,1,19585,7.2,19143,244,51,3781,1033,17,1,"0",6,9,7,0,0,15804,7,18110,201,64,-3781,-1033
1,14,4,"0",2,6,2,0,0,14836,6.8,17216,210,56,-1704,-1787,26,4,"1",6,2,5,0,0,16540,7.4,19003,226,64,1704,1787
1,21,2,"0",8,9,9,0,0,17334,6.8,16960,213,45,-729,-192,16,6,"1",9,8,12,1,0,18063,6.8,17152,219,43,729,192
1,22,3,"0",2,5,2,0,0,14981,7.2,17943,247,57,-274,-192,14,3,"1",5,2,7,0,0,15255,6.8,18135,214,44,274,192
1,16,5,"0",8,6,7,0,0,16684,6.6,17360,205,40,277,252,20,6,"1",6,8,9,1,0,16407,6.8,17108,202,52,-277,-252
0,18,1,"0",7,5,2,0,0,15533,7,17431,186,48,147,582,50,2,"1",5,7,9,2,0,15386,6.6,16849,180,44,-147,-582
0,16,2,"0",6,9,7,0,0,16288,6.8,18071,209,56,-1162,-1007,14,3,"1",9,6,7,1,0,17450,7,19078,204,56,1162,1007
1,57,6,"1",10,6,9,1,1,19276,7.2,19395,218,62,3942,2820,19,2,"0",6,10,6,0,0,15334,6.6,16575,189,29,-3942,-2820
1,19,2,"1",8,9,15,0,0,16730,6.6,16831,221,38,-810,-1226,16,3,"0",9,8,10,0,0,17540,7.2,18057,204,59,810,1226
1,118,2,"1",4,4,4,0,0,15184,6.8,17480,201,52,-825,-616,20,4,"0",4,4,4,0,0,16009,7.2,18096,210,52,825,616
1,15,2,"0",4,5,2,0,0,15523,7,17886,228,53,-2472,174,18,3,"1",5,4,5,1,1,17995,7,17712,243,49,2472,-174
1,16,5,"1",6,4,6,0,0,18072,7.2,19281,281,46,3018,1320,17,4,"0",4,6,2,1,0,15054,7,17961,223,58,-3018,-1320
0,14,1,"1",9,8,11,2,0,16839,7,17851,192,51,-125,-962,16,3,"0",8,9,5,0,0,16964,7,18813,211,58,125,962
1,17,3,"0",6,6,2,0,0,16047,6.8,17256,218,43,-132,-330,15,5,"1",6,6,4,2,0,16179,6.6,17586,218,64,132,330
0,16,5,"0",1,2,1,1,0,13840,6.8,17099,225,44,-2131,-2173,20,3,"1",2,1,1,1,0,15971,7.2,19272,264,64,2131,2173
1,16,2,"1",10,11,18,1,0,18588,7.4,18787,205,65,432,1389,20,3,"0",11,10,12,0,0,18156,6.8,17398,186,45,-432,-1389
1,15,5,"1",7,5,5,1,0,17301,7.4,19661,251,51,1000,885,19,2,"0",5,7,9,0,0,16301,7.2,18776,220,59,-1000,-885
0,48,4,"1",7,3,9,2,1,17669,7,18012,221,47,2925,1304,14,2,"0",3,7,5,0,0,14744,6.6,16708,219,52,-2925,-1304
0,17,4,"0",8,7,9,1,0,16786,7.2,19026,244,42,-117,815,16,6,"1",7,8,13,1,0,16903,6.8,18211,223,60,117,-815
0,17,4,"0",1,9,0,0,0,13806,6.4,15551,216,47,-4145,-3714,20,5,"1",9,1,12,2,0,17951,7.6,19265,232,50,4145,3714
1,14,0,"1",3,7,1,0,0,14735,7,18050,213,64,-2483,-1356,15,1,"0",7,3,10,1,0,17218,7.4,19406,228,62,2483,1356
1,18,2,"1",10,0,16,0,0,18059,7,18165,218,44,5224,2715,15,1,"0",0,10,0,1,0,12835,6.4,15450,200,41,-5224,-2715
0,14,5,"1",3,4,4,1,0,14759,6.6,17168,229,44,-929,-1819,16,3,"0",4,3,4,1,0,15688,7,18987,223,66,929,1819
1,13,6,"0",4,1,4,0,0,15809,7,19160,245,51,1219,1641,16,3,"1",1,4,0,1,0,14590,7,17519,244,62,-1219,-1641
1,12,2,"0",6,7,6,0,0,16889,6.6,17619,194,68,533,1451,11,1,"1",7,6,10,1,0,16356,6.6,16168,220,48,-533,-1451
1,20,3,"1",12,8,11,0,0,18713,7.2,19848,226,48,1355,1403,16,2,"0",8,12,7,1,0,17358,7.2,18445,196,64,-1355,-1403
0,84,3,"0",5,12,4,0,0,15819,7,18015,199,54,-3176,-2235,14,2,"1",12,5,17,1,0,18995,7.6,20250,222,50,3176,2235
1,16,2,"1",13,4,15,1,1,19547,6.6,17353,207,44,3967,593,16,3,"0",4,13,5,0,0,15580,6.8,16760,212,51,-3967,-593
1,18,6,"0",6,4,7,0,0,16827,7,18478,252,44,2091,2537,19,3,"1",4,6,5,1,0,14736,6.4,15941,201,37,-2091,-2537
0,12,3,"1",12,3,15,2,1,20668,7.6,20383,234,52,5767,3366,15,1,"0",3,12,6,0,0,14901,6.8,17017,183,71,-5767,-3366
1,36,6,"1",12,6,16,0,0,18460,7,18568,229,27,2974,2777,16,2,"0",6,12,11,0,0,15486,6.4,15791,185,43,-2974,-2777
1,12,0,"0",5,10,5,1,0,16063,6.8,17891,195,60,-2368,-1240,14,1,"1",10,5,9,1,0,18431,7.2,19131,233,47,2368,1240
1,18,1,"1",8,5,8,1,1,19558,7.6,20155,223,64,3438,2418,50,4,"0",5,8,4,1,0,16120,6.8,17737,197,60,-3438,-2418
1,16,3,"1",10,5,13,1,0,18868,7.2,19111,259,44,2461,956,17,4,"0",5,10,5,1,0,16407,6.8,18155,237,52,-2461,-956
1,16,1,"0",6,4,6,1,1,18625,7.4,19348,240,50,3163,1231,16,2,"1",4,6,6,1,0,15462,7,18117,230,46,-3163,-1231
0,12,2,"1",5,5,8,0,0,15930,6.4,15779,210,56,-95,-1474,18,1,"0",5,5,9,1,0,16025,6.8,17253,195,52,95,1474
0,15,4,"0",1,9,0,0,0,13401,6.4,16144,222,44,-5654,-2236,26,5,"1",9,1,11,2,1,19055,7.2,18380,253,48,5654,2236
0,14,1,"1",8,9,6,1,0,16889,6.6,16862,198,52,-696,-1472,15,1,"0",9,8,6,0,0,17585,7,18334,201,54,696,1472
1,37,1,"1",5,3,6,1,0,16871,7.4,19422,213,71,1308,1371,12,2,"0",3,5,5,0,0,15563,7,18051,210,64,-1308,-1371
0,18,2,"0",4,8,5,0,0,15470,7,17547,226,64,-2376,-1482,15,5,"1",8,4,13,1,0,17846,7.4,19029,248,48,2376,1482
1,15,2,"1",6,7,8,0,0,15909,6.8,16835,203,44,-3179,-2074,15,1,"0",7,6,9,1,2,19088,7,18909,253,41,3179,2074
0,55,7,"0",3,4,7,1,0,14996,6.6,16984,221,47,-444,240,20,5,"1",4,3,8,1,0,15440,6.6,16744,197,42,444,-240
1,13,6,"1",8,6,7,1,1,18791,6.8,18424,254,52,2989,1250,63,2,"0",6,8,10,0,0,15802,6.8,17174,188,40,-2989,-1250
0,11,1,"0",6,6,7,0,0,15805,7.2,18656,216,56,-1134,940,14,4,"1",6,6,9,1,0,16939,7,17716,239,48,1134,-940
1,17,4,"0",8,10,11,1,0,17541,7,18201,216,52,-862,931,128,2,"1",10,8,16,0,0,18403,7,17270,219,46,862,-931
1,56,4,"0",0,6,0,1,0,14439,6.8,17416,264,45,-2696,-2455,19,22,"1",6,0,9,0,0,17135,7.4,19871,250,48,2696,2455
0,16,0,"1",4,9,1,0,0,14939,6.8,17241,195,68,-4843,-2306,38,3,"0",9,4,17,2,1,19782,7,19547,227,63,4843,2306
1,13,1,"1",13,8,15,1,0,19399,6.8,17635,226,34,2348,2115,17,2,"0",8,13,4,1,0,17051,6.4,15520,192,45,-2348,-2115
0,17,8,"0",2,6,2,0,0,14667,6.6,16353,230,44,-2939,-2323,19,5,"1",6,2,7,0,0,17606,7.2,18676,246,72,2939,2323
1,15,3,"1",10,3,8,1,0,17802,7.2,19007,222,34,3168,2910,13,4,"0",3,10,5,0,0,14634,6.6,16097,198,52,-3168,-2910
0,42,4,"1",9,6,7,0,0,18446,7.4,19613,216,60,2200,1607,13,2,"0",6,9,8,1,0,16246,6.8,18006,218,56,-2200,-1607
0,16,0,"0",6,7,8,0,0,15779,6.8,17436,186,31,-1219,-737,14,3,"1",7,6,10,2,0,16998,7.2,18173,242,52,1219,737
0,19,3,"1",2,7,3,0,0,14695,6.8,16615,222,49,-2240,-4314,17,2,"0",7,2,2,1,0,16935,7.4,20929,249,77,2240,4314
1,46,1,"0",1,8,0,1,0,14206,7,17314,218,64,-2855,-1603,16,14,"1",8,1,8,1,0,17061,7,18917,228,56,2855,1603
1,17,1,"1",11,2,12,1,0,19967,7,19474,246,68,5887,4222,16,1,"0",2,11,2,0,0,14080,6.2,15252,209,44,-5887,-4222
1,15,2,"1",5,4,5,2,1,17284,6.4,16215,185,56,2115,-207,13,2,"0",4,5,4,0,0,15169,6.4,16422,215,38,-2115,207
1,13,1,"0",5,8,2,1,0,15424,6.6,16777,218,48,-1668,-866,14,2,"1",8,5,10,0,0,17092,7.2,17643,191,52,1668,866
0,14,0,"1",8,12,3,0,0,16729,6.4,16290,198,44,-1829,-1132,14,2,"0",12,8,16,1,0,18558,7,17422,202,40,1829,1132
0,13,5,"0",6,9,3,0,0,15450,6.8,17448,207,31,-1989,-1299,16,0,"1",9,6,9,0,0,17439,7.2,18747,213,36,1989,1299
1,18,2,"0",6,2,8,2,0,16814,7.2,18759,231,59,1519,1104,17,0,"1",2,6,2,0,0,15295,7,17655,234,52,-1519,-1104
1,21,4,"1",8,4,8,2,0,18230,7.4,20125,246,65,2627,1759,17,6,"0",4,8,4,0,0,15603,7,18366,241,52,-2627,-1759
1,17,2,"1",8,4,8,1,0,16843,6.6,17489,204,40,2198,10,17,2,"0",4,8,3,1,0,14645,6.8,17479,206,43,-2198,-10
0,15,2,"1",10,14,7,1,0,17916,6.8,17579,182,61,-2437,-1355,20,2,"0",14,10,16,0,0,20353,7.4,18934,175,54,2437,1355
0,15,2,"0",10,15,11,0,0,17318,7,17449,212,52,-3075,-2008,12,4,"1",15,10,16,2,0,20393,7.4,19457,214,52,3075,2008
1,13,4,"0",12,7,17,1,0,18608,7.4,19209,215,56,1824,1556,15,1,"1",7,12,6,0,0,16784,7,17653,222,43,-1824,-1556
1,34,6,"1",6,3,8,0,0,16240,6.6,16345,200,51,2171,960,17,5,"0",3,6,5,0,0,14069,6.2,15385,193,47,-2171,-960
1,21,1,"0",11,8,17,1,1,20109,7.2,18733,211,51,2700,1463,15,2,"1",8,11,9,0,0,17409,6.8,17270,231,40,-2700,-1463
0,15,5,"0",6,8,8,1,0,15977,6.8,16880,206,47,-588,-1142,55,2,"1",8,6,10,0,0,16565,7,18022,220,44,588,1142
0,14,4,"0",3,16,5,1,0,14511,6.2,14800,158,59,-6887,-5573,38,2,"1",16,3,19,1,0,21398,7.4,20373,248,57,6887,5573
1,19,3,"0",5,4,5,1,0,16250,7.2,18390,208,68,1170,1415,17,4,"1",4,5,5,0,0,15080,6.6,16975,205,36,-1170,-1415
0,21,6,"1",4,5,5,2,0,16427,7,18982,250,59,-342,-623,19,4,"0",5,4,5,0,0,16769,7.2,19605,247,63,342,623
1,22,2,"1",9,11,16,0,0,18398,6.8,17918,202,47,1235,-270,44,4,"0",11,9,15,1,0,17163,7,18188,197,48,-1235,270
1,39,3,"0",4,7,7,1,0,15240,6.8,17092,196,60,-1080,-1362,13,1,"1",7,4,6,0,0,16320,7,18454,220,47,1080,1362
1,17,3,"0",6,6,5,0,0,17262,7,18939,222,64,1371,2221,21,2,"1",6,6,7,1,0,15891,6.6,16718,195,48,-1371,-2221
1,13,1,"1",2,4,1,1,0,14804,7,17557,233,48,-944,-1054,18,0,"0",4,2,5,0,0,15748,7,18611,222,68,944,1054
0,15,0,"0",3,12,2,0,0,14921,6.4,15556,196,54,-3640,-3482,14,2,"1",12,3,16,1,0,18561,7.2,19038,210,58,3640,3482
0,15,1,"0",7,12,8,1,0,15523,6.6,16556,179,46,-3825,-1386,18,1,"1",12,7,16,1,0,19348,7.2,17942,217,60,3825,1386
1,17,2,"0",6,4,8,1,0,16623,7,18012,243,48,598,-456,16,3,"1",4,6,1,1,0,16025,7,18468,224,56,-598,456
1,16,2,"1",14,8,20,1,1,21070,7.2,19275,219,46,4266,2076,15,2,"0",8,14,10,1,0,16804,7,17199,191,49,-4266,-2076
0,16,3,"1",7,8,8,1,0,16907,7.2,18706,213,46,-28,-28,15,0,"0",8,7,10,0,0,16935,7,18734,227,48,28,28
1,52,2,"1",11,6,16,1,0,18003,7,18657,213,51,2647,2948,14,0,"0",6,11,7,0,0,15356,6.6,15709,187,40,-2647,-2948
0,13,1,"0",7,11,10,1,0,17124,6.8,17615,228,43,-1565,-173,35,2,"1",11,7,18,0,0,18689,7,17788,173,58,1565,173
1,21,2,"1",16,5,18,2,0,19099,7,18143,183,40,3667,1610,14,0,"0",5,16,6,0,0,15432,6.4,16533,200,56,-3667,-1610
1,19,3,"1",4,5,2,0,0,15538,6.8,18054,223,57,-450,-849,33,3,"0",5,4,6,0,0,15988,7.2,18903,189,56,450,849
0,12,2,"0",4,7,3,1,0,15583,7,17671,210,56,-1108,-570,19,4,"1",7,4,13,1,0,16691,7,18241,215,56,1108,570
1,18,5,"0",10,6,17,0,0,16982,6.8,17597,187,46,1093,770,18,1,"1",6,10,4,0,0,15889,6.6,16827,222,44,-1093,-770
0,54,3,"0",7,8,10,0,0,16238,6.8,17694,202,50,-982,1441,11,4,"1",8,7,10,1,0,17220,6.6,16253,185,64,982,-1441
0,60,2,"1",6,5,9,0,0,16641,7.2,19419,202,75,109,1368,13,2,"0",5,6,7,1,0,16532,6.8,18051,217,59,-109,-1368
1,18,2,"0",9,5,11,0,0,17318,7.4,19732,221,52,1166,1899,14,2,"1",5,9,4,0,0,16152,7,17833,225,46,-1166,-1899
0,39,0,"0",7,6,7,1,0,16438,7,17815,214,37,-370,-1681,14,1,"1",6,7,7,1,0,16808,7.4,19496,234,51,370,1681
1,12,4,"1",6,4,3,1,0,16081,7,18269,232,36,656,553,37,2,"0",4,6,5,0,0,15425,7,17716,205,52,-656,-553
1,58,7,"0",5,2,8,0,0,16385,7,18788,222,68,1421,1097,28,3,"1",2,5,4,1,0,14964,7,17691,215,61,-1421,-1097
0,14,7,"1",8,5,7,0,0,17113,7.4,18861,245,47,1176,1300,18,4,"0",5,8,6,1,0,15937,7,17561,225,52,-1176,-1300
0,10,0,"0",2,7,3,0,0,13016,5.6,13166,167,44,-6869,-6365,13,1,"1",7,2,6,2,2,19885,7.2,19531,243,48,6869,6365
0,39,2,"1",5,9,6,0,0,15863,7,17499,228,46,-1117,-764,20,2,"0",9,5,13,1,0,16980,7,18263,213,42,1117,764
1,18,4,"1",5,6,6,2,1,17843,7,17948,243,48,1895,-224,14,3,"0",6,5,6,0,0,15948,7,18172,207,47,-1895,224
1,15,1,"1",6,3,7,1,0,16421,6.4,16972,207,52,936,-497,38,4,"0",3,6,3,1,0,15485,7.2,17469,231,60,-936,497
0,31,3,"0",2,7,2,0,0,15739,7,18212,256,53,-1257,-91,16,1,"1",7,2,10,1,0,16996,6.8,18303,234,48,1257,91
0,13,1,"1",7,7,8,0,0,17181,6.8,18170,231,51,267,162,17,1,"0",7,7,9,2,0,16914,6.8,18008,220,56,-267,-162
0,19,6,"0",5,4,6,1,0,16534,7.2,18294,260,44,131,-613,31,3,"1",4,5,5,0,0,16403,7,18907,233,64,-131,613
0,78,2,"0",6,6,7,1,1,18084,7.2,19140,228,48,2139,547,13,2,"1",6,6,5,1,0,15945,7,18593,201,59,-2139,-547
1,41,5,"0",7,6,11,1,0,17094,6.8,17903,205,44,525,44,20,4,"1",6,7,6,0,0,16569,7,17859,225,48,-525,-44
0,15,2,"1",10,3,14,1,1,18911,6.8,18311,205,48,4335,1377,15,1,"0",3,10,4,1,0,14576,6.6,16934,192,50,-4335,-1377
1,18,3,"1",13,3,13,1,0,18928,7.4,19725,227,55,4184,3694,40,3,"0",3,13,2,0,0,14744,6.6,16031,180,57,-4184,-3694
1,14,2,"1",12,5,13,1,0,19266,7.4,19920,236,44,3362,2634,17,3,"0",5,12,6,0,0,15904,6.8,17286,204,44,-3362,-2634
